iv_id,iv_registry,mdr_study_id,identifier,identifier_type,identifier_type_id,identifier_source
DRKS00000058,DRKS,2428657,UKF001602,Sponsor’s ID,14,Rehabilitations-Forschungsnetzwerk der Deutschen Rentenversicherung Rheinland
DRKS00000060,DRKS,2428658,2008-008527-14,Trial registry ID,11,EU Clinical Trials Register
DRKS00000060,DRKS,2428658,Q8012-001,Sponsor’s ID,14,Universität Witten/Herdecke
DRKS00000060,DRKS,2428658,4035025,Sponsor’s ID,14,Private Universität Witten/Herdecke gGmbH
DRKS00000081,DRKS,2428672,20173615,Sponsor’s ID,14,Medizinisch-Psychosomatische Klinik Roseneck im Verbund mit der Ludwig-Maximilians-Universität München
DRKS00000081,DRKS,2428672,01GV0604,Sponsor’s ID,14,Medizinisch-Psychosomatische Klinik Roseneck im Verbund mit der Ludwig-Maximilians-Universität München
DRKS00000086,DRKS,2428674,2008-005828-84,Trial registry ID,11,EU Clinical Trials Register
DRKS00000086,DRKS,2428674,ECP,Sponsor’s ID,14,"ENT Hospital, Johannes-Gutenberg University, Mainz"
DRKS00000086,DRKS,2428674,U111111111728,Sponsor’s ID,14,Johannes Gutenberg Universität Mainz
DRKS00000086,DRKS,2428674,4034966,Sponsor’s ID,14,Johannes Gutenberg Universität Mainz
DRKS00000145,DRKS,2428707,U1111-1111-0484,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000150,DRKS,2428711,U1111-1111-2826,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000150,DRKS,2428711,0881A1-102134,Sponsor’s ID,14,"Charité, Universitätsmedizin BerlinMedizinische Klinik mS Rheumatologie / klinische Immunologie"
DRKS00000157,DRKS,2428715,U1111-1111-5698,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000184,DRKS,2428736,2004-003759-38,Trial registry ID,11,EU Clinical Trials Register
DRKS00000184,DRKS,2428736,UKF000356,Sponsor’s ID,14,mondoBIOTECH Laboratories Anstalt
DRKS00000195,DRKS,2428742,U1111-1112-1744,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000245,DRKS,2428767,U1111-1112-4245,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000337,DRKS,2428827,U1111-1113-7655,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000341,DRKS,2131963,U1111-1114-7386,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000341,DRKS,2131963,NCT01685775,Trial registry ID,11,ClinicalTrials.gov
DRKS00000449,DRKS,2428887,UKF002101,Sponsor’s ID,14,"Universitätsklinikum Freiburg, Abteilung Innere Medizin V, Pneumologie"
DRKS00000472,DRKS,2428898,U1111-1115-6970,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000472,DRKS,2428898,2009-012408-26,Trial registry ID,11,EU Clinical Trials Register
DRKS00000472,DRKS,2428898,4035891,Sponsor’s ID,14,Universität Leipzig
DRKS00000481,DRKS,2428904,2010-019890-14,Trial registry ID,11,EU Clinical Trials Register
DRKS00000481,DRKS,2428904,4036272,Sponsor’s ID,14,"Universität Heidelberg, Medizinische Fakultät"
DRKS00000550,DRKS,2428946,U1111-1118-2997,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000653,DRKS,2429017,U1111-1119-0859,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000666,DRKS,2429027,U1111-1118-8098,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000671,DRKS,2429031,U1111-1119-5851,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000767,DRKS,2429093,U1111-1117-9588,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000769,DRKS,2429095,2010-022057-42,Trial registry ID,11,EU Clinical Trials Register
DRKS00000769,DRKS,2429095,3D-iUS-NCH,Sponsor’s ID,14,Universität Leipzig
DRKS00000769,DRKS,2429095,4037135,Sponsor’s ID,14,Universitätsklinikum Leipzig
DRKS00000788,DRKS,2429106,2008-003392-40,Trial registry ID,11,EU Clinical Trials Register
DRKS00000788,DRKS,2429106,115,Sponsor’s ID,14,Universität Marburg
DRKS00000788,DRKS,2429106,4034948,Sponsor’s ID,14,Philipps-Universität Marburg
DRKS00001901,DRKS,2429135,UKF001463,Sponsor’s ID,14,"Abteilung Qualitätsmanagement und Sozialmedizin, Universitätsklinikum Freiburg"
DRKS00003170,DRKS,2109211,U1111-1122-5234,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003170,DRKS,2109211,2011-000152-42,Trial registry ID,11,EU Clinical Trials Register
DRKS00003170,DRKS,2109211,NCT01387048,Trial registry ID,11,ClinicalTrials.gov
DRKS00003170,DRKS,2109211,BS-HAU-2011001,Sponsor’s ID,14,"Medical Faculty, University Magdeburg"
DRKS00003170,DRKS,2109211,4037374,Sponsor’s ID,14,Universitätsklinikum MagdeburgDekan
DRKS00003170,DRKS,2109211,BS-HAU-2011,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
DRKS00003332,DRKS,2429317,U1111-1126-4556,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003567,DRKS,2429446,U1111-1128-2755,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003567,DRKS,2429446,UKF000758,Sponsor’s ID,14,Uniklinik FreiburgAbt Pneumologie
DRKS00003582,DRKS,2429456,U1111-1128-8200,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003594,DRKS,2429461,U1111-1128-8272,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003635,DRKS,2429481,U1111-1129-2241,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003856,DRKS,2429529,U1111-1130-2691,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003934,DRKS,2429544,2007-004528-19,Trial registry ID,11,EU Clinical Trials Register
DRKS00003934,DRKS,2429544,4033645,Sponsor’s ID,14,Universitätsklinikum Würzburg
DRKS00003934,DRKS,2429544,I001PS0807_1,Sponsor’s ID,14,Universitätsklinikum Würzburg
DRKS00004454,DRKS,2429748,U1111-1135-5905,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004595,DRKS,2429827,2009-014576-22,Trial registry ID,11,EU Clinical Trials Register
DRKS00004595,DRKS,2429827,4035548,Sponsor’s ID,14,Koordinierungszentrum für Klinische Studien Marburg
DRKS00000101,DRKS,2421850,ISRCTN67783402,Trial registry ID,11,ISRCTN
DRKS00000214,DRKS,2428751,U1111-1112-3194,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000371,DRKS,2428844,U1111-1114-5869,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000390,DRKS,2428851,U1111-1114-6522,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000390,DRKS,2428851,01/2010,Sponsor’s ID,14,Universitätsklinik Heidelberg
DRKS00000467,DRKS,2428895,2010-018892-20,Trial registry ID,11,EU Clinical Trials Register
DRKS00000467,DRKS,2428895,HDZKA-2010-01,Sponsor’s ID,14,Herz- & Diabeteszentrum NRW
DRKS00000467,DRKS,2428895,4036184,Sponsor’s ID,14,"Kardiologische Klinik, Herz- und Diabeteszentrum NRW, Universitätsklinik der Ruhr-Universität Bochum"
DRKS00000492,DRKS,2428912,UKF001580,Sponsor’s ID,14,Universitätsklinikum FreiburgAbt Psychosomatische Medizin und Psychotherapie
DRKS00000520,DRKS,2428926,UKF001499,Sponsor’s ID,14,"Abteilung Pneumologie, Universitätsklinik Freiburg"
DRKS00000003,DRKS,2058386,2007-005376-13,Trial registry ID,11,EU Clinical Trials Register
DRKS00000003,DRKS,2058386,NCT00717470,Trial registry ID,11,ClinicalTrials.gov
DRKS00000003,DRKS,2058386,UKF001286,Sponsor’s ID,14,Astellas Pharma
DRKS00000003,DRKS,2058386,ISN: PMR-EC-1210,Sponsor’s ID,14,Astellas Pharma
DRKS00000003,DRKS,2058386,4033897,Sponsor’s ID,14,Astellas Pharma
DRKS00000003,DRKS,2058386,PMR-EC-1210,Sponsor’s ID,14,Astellas Pharma
DRKS00000043,DRKS,2428653,2008-001833-87,Trial registry ID,11,EU Clinical Trials Register
DRKS00000043,DRKS,2428653,00600,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000043,DRKS,2428653,UKF001659,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000043,DRKS,2428653,4034237,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000148,DRKS,2428709,U1111-1111-6765,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000165,DRKS,2428723,U1111-1122-5528,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000177,DRKS,2428731,U1111-1111-6900,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000296,DRKS,2428795,U1111-1113-0684,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000297,DRKS,2428796,U1111-1113-1389,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000297,DRKS,2428796,UKF000588,Sponsor’s ID,14,Zentrum für Kinder- und JugendmedizinUniversitätsklinikum Freiburg
DRKS00000297,DRKS,2428796,4021703,Sponsor’s ID,14,Zentrum für Kinder- und JugendmedizinUniversitätsklinikum Freiburg
DRKS00000311,DRKS,2428807,U1111-1113-2042,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000315,DRKS,2428811,U1111-1115-5572,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000315,DRKS,2428811,2008-006881-27,Trial registry ID,11,EU Clinical Trials Register
DRKS00000315,DRKS,2428811,4034806,Sponsor’s ID,14,Klinikum der JWGoethe-Universität Frankfurt
DRKS00000328,DRKS,2428820,U1111-1113-5499,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000328,DRKS,2428820,2009-012088-32,Trial registry ID,11,EU Clinical Trials Register
DRKS00000328,DRKS,2428820,4035768,Sponsor’s ID,14,Martin-Luther-Universität Halle-WittenbergMedizinische Fakultät
DRKS00000328,DRKS,2428820,KKSH-066,Sponsor’s ID,14,Martin-Luther-Universität Halle-WittenbergMedizinische Fakultät
DRKS00000345,DRKS,2428833,U1111-1113-6181,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000356,DRKS,2428837,U1111-1113-8170,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000356,DRKS,2428837,2009-013867-20,Trial registry ID,11,EU Clinical Trials Register
DRKS00000356,DRKS,2428837,4035476,Sponsor’s ID,14,RIEMSER Arzneimittel AG
DRKS00000356,DRKS,2428837,CTU 061D,Sponsor’s ID,14,RIEMSER Arzneimittel AG
DRKS00000393,DRKS,2428853,U1111-1114-7974,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000397,DRKS,2428857,U1111-1114-7016,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000398,DRKS,2428858,U1111-1114-7077,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000419,DRKS,2428869,UKF000532,Sponsor’s ID,14,Universitätsklinikum FreiburgAbteilung Allgemein- und Viszeralchirurgie
DRKS00000423,DRKS,2428871,U1111-1115-4607,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000423,DRKS,2428871,2009-017851-90,Trial registry ID,11,EU Clinical Trials Register
DRKS00000423,DRKS,2428871,4036138,Sponsor’s ID,14,No organisation name provided in source data
DRKS00000539,DRKS,2428939,UKF001133,Sponsor’s ID,14,Universitätsklinikum FreiburgPsychiatrie und PsychotherapieSektion Klinische Epidemiologie und Versorgungsforschung
DRKS00000579,DRKS,2047090,ISRCTN29807122,Trial registry ID,11,ISRCTN
DRKS00000579,DRKS,2047090,NCT00567801,Trial registry ID,11,ClinicalTrials.gov
DRKS00000579,DRKS,2047090,UKF001013,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000579,DRKS,2047090,S 991228,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000657,DRKS,2429020,2009-011417-24,Trial registry ID,11,EU Clinical Trials Register
DRKS00000657,DRKS,2429020,4035954,Sponsor’s ID,14,Universitätsklinikum Essen
DRKS00000696,DRKS,2429043,UKF001262,Sponsor’s ID,14,"Universitätsklinik für Psychiatrie und Psychosomatik, Psychosomatische Medizin und Psychotherapie"
DRKS00000711,DRKS,2429053,2010-020441-27,Trial registry ID,11,EU Clinical Trials Register
DRKS00000711,DRKS,2429053,CORaLa,Sponsor’s ID,14,"University of Leipzig Ritterstr 26, 04109 Leipzig"
DRKS00000711,DRKS,2429053,1259/01,Sponsor’s ID,14,Klinik und Poliklinik für AugenheilkundeUniversität Leipzig
DRKS00000738,DRKS,2429075,U1111-1120-4332,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000815,DRKS,2429120,U1111-1120-8126,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00001900,DRKS,2429134,UKF001462,Sponsor’s ID,14,"Abteilung Qualitätsmanagement und Sozialmedizin, Universitätsklinikum Freiburg"
DRKS00003167,DRKS,2429207,U1111-1122-4884,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003241,DRKS,2429250,2010-023404-26,Trial registry ID,11,EU Clinical Trials Register
DRKS00003241,DRKS,2429250,1289/01,Sponsor’s ID,14,"Blutspendedienst der Landesverbände des Deutschen Roten Kreuzes Niedersachsen, Sachsen-Anhalt, Thüringen, Oldenburg und Bremen gGmbH (DRK-BSD NSTOB)"
DRKS00003286,DRKS,2429282,U1111-1124-5563,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003352,DRKS,2429327,U1111-1126-1653,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00003560,DRKS,2429442,U1111-1129-3051,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004174,DRKS,2429571,DRKS00003698,Trial registry ID,11,Deutschen Register Klinischer Studien
DRKS00004312,DRKS,2429666,U1111-1134-7841,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004312,DRKS,2429666,2012-003281-40,Trial registry ID,11,EU Clinical Trials Register
DRKS00004312,DRKS,2429666,2712,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00004312,DRKS,2429666,4038487,Sponsor’s ID,14,"UNiversitätsklinikum Freiburg, Leitender ärztlicher Direktor"
DRKS00004721,DRKS,2429901,U1111-1139-2283,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004721,DRKS,2429901,VfD_LUCAS_II_TP_6_PI_10_003480,Sponsor’s ID,14,"Medizinische-Geriatrische Klinik, Abt Forschung, Albertinen-Haus, Zentrum für Geriatrie und Gerontologie, Wissenschaftliche Einrichtung an der Universität Hamburg"
DRKS00004721,DRKS,2429901,BMBF 01ET1002A,Sponsor’s ID,14,"Medizinische-Geriatrische Klinik, Abt Forschung, Albertinen-Haus, Zentrum für Geriatrie und Gerontologie, Wissenschaftliche Einrichtung an der Universität Hamburg"
DRKS00005115,DRKS,2430127,U1111-1145-0445,Trial registry ID,11,International Clinical Trials Registry Platform
NCT00125606,ClinicalTrials.gov,2013907,AML_CR2_allo_HSCT,Sponsor’s ID,14,University Hospital Muenster
NCT00126321,ClinicalTrials.gov,2013962,CAI,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT00132210,ClinicalTrials.gov,2014404,BN-102/02,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT00137124,ClinicalTrials.gov,2014778,KFO 106 TP8,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00150839,ClinicalTrials.gov,2015812,COATS,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00156338,ClinicalTrials.gov,2016233,02-Anast-05,Sponsor’s ID,14,University Hospital Muenster
NCT00160966,ClinicalTrials.gov,2016575,NTx-PV-002,Sponsor’s ID,14,Justus-Liebig-Universität Giessen
NCT00176046,ClinicalTrials.gov,2017715,WD 40,Sponsor’s ID,14,Universität Heidelberg
NCT00176410,ClinicalTrials.gov,2017743,Leipzig aortic valve study,Sponsor’s ID,14,Universität Leipzig
NCT00188136,ClinicalTrials.gov,2018607,DDEATX,Sponsor’s ID,14,University Hospital Carl Gustav Carus
NCT00196209,ClinicalTrials.gov,2019217,GE IDE No. C00705,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT00199004,ClinicalTrials.gov,2019425,GMALL03,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT00223041,ClinicalTrials.gov,2021230,001,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT00237978,ClinicalTrials.gov,2022340,2005-004640-31,Trial registry ID,11,EU Clinical Trials Register
NCT00237978,ClinicalTrials.gov,2022340,TUD-Akne02-003,Sponsor’s ID,14,Technische Universität Dresden
NCT00268138,ClinicalTrials.gov,2024602,123456-HMO-CTIL,Sponsor’s ID,14,Hadassah Medical Organization
NCT00298909,ClinicalTrials.gov,2026899,Leipzig-02,Sponsor’s ID,14,Universität Leipzig
NCT00331721,ClinicalTrials.gov,2029361,2005-003783-27,Trial registry ID,11,EU Clinical Trials Register
NCT00331721,ClinicalTrials.gov,2029361,PN06-CLD-01001,Sponsor’s ID,14,PAION Deutschland GmbH
NCT00368264,ClinicalTrials.gov,2032076,2005-004067-30,Trial registry ID,11,EU Clinical Trials Register
NCT00368264,ClinicalTrials.gov,2032076,CO168X94 (EU-116),Sponsor’s ID,14,"Department of Rheumatology, Internal Medicine III, Medical University of Vienna"
NCT00368264,ClinicalTrials.gov,2032076,TRIAL V,Sponsor’s ID,14,Medizinische Universität Wien
NCT00368264,ClinicalTrials.gov,2032076,EK Nr:110/2006,Type not provided,1,No organisation name provided in source data
NCT00368264,ClinicalTrials.gov,2032076,Protocol EU-116,Type not provided,1,No organisation name provided in source data
NCT00391534,ClinicalTrials.gov,2033834,2006-003834-14,Trial registry ID,11,EU Clinical Trials Register
NCT00391534,ClinicalTrials.gov,2033834,OXC-039/K,Sponsor’s ID,14,Desitin Arzneimittel GmbH
NCT00405873,ClinicalTrials.gov,2034912,AMT/P2GI/001 Part I,Sponsor’s ID,14,Auron Healthcare GmbH
NCT00405873,ClinicalTrials.gov,2034912,LC004AURON2005,Type not provided,1,No organisation name provided in source data
NCT00433459,ClinicalTrials.gov,2036976,2006-000995-33,Trial registry ID,11,EU Clinical Trials Register
NCT00433459,ClinicalTrials.gov,2036976,EuroNet-PHL-C1,Sponsor’s ID,14,Martin-Luther-University Halle-Wittenberg
NCT00433459,ClinicalTrials.gov,2036976,EURONET-PHL-C1,Type not provided,1,No organisation name provided in source data
NCT00433459,ClinicalTrials.gov,2036976,EU-20703,Type not provided,1,No organisation name provided in source data
NCT00433459,ClinicalTrials.gov,2036976,CCLG-HD-2007-10,Type not provided,1,No organisation name provided in source data
NCT00433459,ClinicalTrials.gov,2036976,CDR0000531687,NCI PDQ ID,49,National Cancer Institute
NCT00434616,ClinicalTrials.gov,2037065,2006-001825-24,Trial registry ID,11,EU Clinical Trials Register
NCT00434616,ClinicalTrials.gov,2037065,FKH 200,Type not provided,1,No organisation name provided in source data
NCT00436098,ClinicalTrials.gov,2037178,GE IDE No. H00107,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT00452192,ClinicalTrials.gov,2038396,SFB 423-TP B5 Niere MRT,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00457951,ClinicalTrials.gov,2038831,PGX-ODSH-2006,Sponsor’s ID,14,Chimerix
NCT00464893,ClinicalTrials.gov,2039346,2006-002727-16,Trial registry ID,11,EU Clinical Trials Register
NCT00464893,ClinicalTrials.gov,2039346,IP-CAT-GC-03,Sponsor’s ID,14,Neovii Biotech
NCT00495859,ClinicalTrials.gov,2041674,PROUD,Sponsor’s ID,14,Universität Heidelberg
NCT00507494,ClinicalTrials.gov,2042552,DNTx,Sponsor’s ID,14,Technische Universität Dresden
NCT00510588,ClinicalTrials.gov,2042787,0815-2007,Sponsor’s ID,14,Universität Leipzig
NCT00511160,ClinicalTrials.gov,2042831,RBK103,Sponsor’s ID,14,Robert Bosch Gesellschaft für Medizinische Forschung mbH
NCT00511277,ClinicalTrials.gov,2042840,D1449L00016,Sponsor’s ID,14,Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH
NCT00514423,ClinicalTrials.gov,2043075,ISRCTN19638644,Trial registry ID,11,ISRCTN
NCT00514423,ClinicalTrials.gov,2043075,01GL0509,Sponsor’s ID,14,Technische Universität München
NCT00525668,ClinicalTrials.gov,2043923,2006-006323-39,Trial registry ID,11,EU Clinical Trials Register
NCT00525668,ClinicalTrials.gov,2043923,SuniMS-03,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00540631,ClinicalTrials.gov,2045056,2006-000934-11,Trial registry ID,11,EU Clinical Trials Register
NCT00540631,ClinicalTrials.gov,2045056,Al0106ac,Sponsor’s ID,14,Alllergopharma Joachim Ganzer KG
NCT00540631,ClinicalTrials.gov,2045056,AL0106ac,Sponsor’s ID,14,Allergopharma GmbH & Co KG
NCT00544583,ClinicalTrials.gov,2045357,S206/2007,Sponsor’s ID,14,Universität Heidelberg
NCT00545441,ClinicalTrials.gov,2045419,07-006,Sponsor’s ID,14,Cook Group Incorporated
NCT00546975,ClinicalTrials.gov,2045535,07.33.CLI,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00558662,ClinicalTrials.gov,2046402,EU Study No-05-000003,Sponsor’s ID,14,3M
NCT00559286,ClinicalTrials.gov,2046448,2007-002765-12,Trial registry ID,11,EU Clinical Trials Register
NCT00559286,ClinicalTrials.gov,2046448,AIX-MK-01,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
